PointID,x,y,Pressure,Pressure_Coefficient
1057,0.456954479217529,0.051571913063526,0.641279541878943,-9.34800621118497
1058,0.466996490955353,0.050937168300152,0.61468274968783,-10.0411001593317
1059,0.477058172225952,0.050459206104279,0.587322141860033,-10.7540986129346
1060,0.487135976552963,0.050146378576756,0.560674505620409,-11.4485175217032
1061,0.497227907180786,0.05000689253211,0.537365532891666,-12.0559331761823
1062,0.507333278656006,0.050015974789858,0.519932652650373,-12.5102219380445
1063,0.517453014850617,0.050089254975319,0.50563477531267,-12.8828146997166
1064,0.527573585510254,0.050219707190991,0.490251789159982,-13.2836846441159
1065,0.537684679031372,0.050404634326696,0.474005424536541,-13.7070536323375
1066,0.547778427600861,0.05064120516181,0.457912278697303,-14.1264298453662
1067,0.55785208940506,0.050926610827446,0.44253071007141,-14.5272628500009
1068,0.567903518676758,0.051258027553558,0.427681389976813,-14.9142258272541
1069,0.577933073043823,0.051632735878229,0.41354032742744,-15.2827321043611
1070,0.587943375110626,0.052048146724701,0.399867723677126,-15.6390306702429
1071,0.597950100898743,0.052502363920212,0.387392698006493,-15.9641211824055
1072,0.607955157756805,0.052993036806583,0.375722419457382,-16.2682405430207
1073,0.61795848608017,0.053517740219832,0.363513468484798,-16.5863973331897
1074,0.627960085868835,0.054074056446552,0.349018192290895,-16.9641341720731
1075,0.637960016727448,0.054659575223923,0.330618828285438,-17.4436088301558
1076,0.647958338260651,0.055271878838539,0.346969228495964,-17.0175287467283
1077,0.657961845397949,0.055909000337124,0.443190728722987,-14.5100632219486
1078,0.66797798871994,0.056569073349238,0.614063963560117,-10.0572252964247
1079,0.67803031206131,0.057251382619143,0.692415149588135,-8.01544775889584
1080,0.688115298748016,0.0579534471035,0.710629557001595,-7.54079294125335
1081,0.69822096824646,0.058672104030848,0.715204097094086,-7.42158360086083
1082,0.708335161209106,0.059404067695141,0.723273736516488,-7.21129439729056
1083,0.718445241451263,0.06014595925808,0.732706539826492,-6.96548208875183
1084,0.728538453578949,0.060894336551428,0.741166818028882,-6.74501310965167
1085,0.738602161407471,0.06164575740695,0.74882143617382,-6.54553907257575
1086,0.748623907566071,0.062396794557571,0.755986765452414,-6.35881556382376
1087,0.758634269237518,0.063147313892841,0.762725830902334,-6.18320019464911
1088,0.768693566322327,0.063899405300617,0.769055936407814,-6.01824203783632
1089,0.778790175914764,0.064649716019631,0.775010131546993,-5.86307984431328
1090,0.788911461830139,0.065394788980484,0.780595225284959,-5.71753617717475
1091,0.799044549465179,0.06613115221262,0.785821182203408,-5.58135136633645
1092,0.809176802635193,0.066855363547802,0.790703109150546,-5.45413173781724
1093,0.819295644760132,0.067564070224762,0.795254512610071,-5.33552532202457
1094,0.829388856887817,0.06825402379036,0.799485151735306,-5.22527780219498
1095,0.839444816112518,0.068922124803066,0.803410452215507,-5.12298719557084
1096,0.849457800388336,0.069565810263157,0.807040199518552,-5.02839849964973
1097,0.859460532665253,0.07018493115902,0.810401964270271,-4.94079324305463
1098,0.869460105895996,0.070777595043182,0.813503669734296,-4.85996495103345
1099,0.879461228847504,0.071341678500176,0.816367119361018,-4.78534544079917
1100,0.889464139938355,0.071874767541885,0.81898626507133,-4.71709232109633
1101,0.899468779563904,0.072374448180199,0.821377342497863,-4.65478250260498
1102,0.909475386142731,0.072838321328163,0.823539625839944,-4.59843489918702
1103,0.919492304325104,0.07326427847147,0.825474702960142,-4.54800813224578
1104,0.929528713226318,0.073650129139423,0.827192811915902,-4.50323540510871
1105,0.939582169055939,0.073993124067783,0.828666086183649,-4.46484290004274
1106,0.949650585651398,0.074290536344051,0.829928991283441,-4.43193246951188
1107,0.959732472896576,0.074539676308632,0.830834728646841,-4.40832958234143
1108,0.969826638698578,0.07473786175251,0.831717128644777,-4.38533485072042
1109,0.979926824569702,0.074882358312607,0.831023907967429,-4.40339970052439
1110,0.989982604980469,0.074970297515392,0.830723296788651,-4.41123341923976
